* Abscissa points :   151
* Ordinate points :   180
* BLANK LINE
* Data Channels :   15
* Data Labels : I0	I1	S.Ka	Na.Ka	Mg.Ka	Al.Ka	Si.Ka	P.Ka	Cl.Ka	ICR	OCR	TIME	I0STRM	I1STRM	LASER	
* Comments: 
* dwell time = 10.0
* 
* 
* BLANK LINE
* Abscissa points requested :
* 10.5013	10.4013	10.3013	10.2013	10.1013	10.0013	9.9013	9.8013	9.7013	9.6013	9.5013	9.4013	9.3013	9.2013	9.1013	9.0013	8.9013	8.8013	8.7013	8.6013	8.5013	8.4013	8.3013	8.2013	8.1013	8.0013	7.9013	7.8013	7.7013	7.6013	7.5013	7.4013	7.3013	7.2013	7.1013	7.0013	6.9013	6.8013	6.7013	6.6013	6.5013	6.4013	6.3013	6.2013	6.1013	6.0013	5.9013	5.8013	5.7013	5.6013	5.5013	5.4013	5.3013	5.2013	5.1013	5.0013	4.9013	4.8013	4.7013	4.6013	4.5013	4.4013	4.3013	4.2013	4.1013	4.0013	3.9013	3.8013	3.7013	3.6013	3.5013	3.4013	3.3013	3.2013	3.1013	3.0013	2.9013	2.8013	2.7013	2.6013	2.5013	2.4013	2.3013	2.2013	2.1013	2.0013	1.9013	1.8013	1.7013	1.6013	1.5013	1.4013	1.3013	1.2013	1.1013	1.0013	0.9013	0.8013	0.7013	0.6013	0.5013	0.4013	0.3013	0.2013	0.1013	0.0013	-0.0987	-0.1987	-0.2987	-0.3987	-0.4987	-0.5987	-0.6987	-0.7987	-0.8987	-0.9987	-1.0987	-1.1987	-1.2987	-1.3987	-1.4987	-1.5987	-1.6987	-1.7987	-1.8987	-1.9987	-2.0987	-2.1987	-2.2987	-2.3987	-2.4987	-2.5987	-2.6987	-2.7987	-2.8987	-2.9987	-3.0987	-3.1987	-3.2987	-3.3987	-3.4987	-3.5987	-3.6987	-3.7987	-3.8987	-3.9987	-4.0987	-4.1987	-4.2987	-4.3987	-4.4987	
* BLANK LINE
* BLANK LINE
* Ordinate points requested :
* -11.0095	-10.9095	-10.8095	-10.7095	-10.6095	-10.5095	-10.4095	-10.3095	-10.2095	-10.1095	-10.0095	-9.9095	-9.8095	-9.7095	-9.6095	-9.5095	-9.4095	-9.3095	-9.2095	-9.1095	-9.0095	-8.9095	-8.8095	-8.7095	-8.6095	-8.5095	-8.4095	-8.3095	-8.2095	-8.1095	-8.0095	-7.9095	-7.8095	-7.7095	-7.6095	-7.5095	-7.4095	-7.3095	-7.2095	-7.1095	-7.0095	-6.9095	-6.8095	-6.7095	-6.6095	-6.5095	-6.4095	-6.3095	-6.2095	-6.1095	-6.0095	-5.9095	-5.8095	-5.7095	-5.6095	-5.5095	-5.4095	-5.3095	-5.2095	-5.1095	-5.0095	-4.9095	-4.8095	-4.7095	-4.6095	-4.5095	-4.4095	-4.3095	-4.2095	-4.1095	-4.0095	-3.9095	-3.8095	-3.7095	-3.6095	-3.5095	-3.4095	-3.3095	-3.2095	-3.1095	-3.0095	-2.9095	-2.8095	-2.7095	-2.6095	-2.5095	-2.4095	-2.3095	-2.2095	-2.1095	-2.0095	-1.9095	-1.8095	-1.7095	-1.6095	-1.5095	-1.4095	-1.3095	-1.2095	-1.1095	-1.0095	-0.9095	-0.8095	-0.7095	-0.6095	-0.5095	-0.4095	-0.3095	-0.2095	-0.1095	0.01	0.0905	0.1905	0.2905	0.3905	0.4905	0.5905	0.6905	0.7905	0.8905	0.9905	1.0905	1.1905	1.2905	1.3905	1.4905	1.5905	1.6905	1.7905	1.8905	1.9905	2.0905	2.1905	2.2905	2.3905	2.4905	2.5905	2.6905	2.7905	2.8905	2.9905	3.0905	3.1905	3.2905	3.3905	3.4905	3.5905	3.6905	3.7905	3.8905	3.9905	4.0905	4.1905	4.2905	4.3905	4.4905	4.5905	4.6905	4.7905	4.8905	4.9905	5.0905	5.1905	5.2905	5.3905	5.4905	5.5905	5.6905	5.7905	5.8905	5.9905	6.0905	6.1905	6.2905	6.3905	6.4905	6.5905	6.6905	6.7905	6.8905	
* BLANK LINE
* BLANK LINE
* Energy points requested: 
*   2482.5
* BLANK LINE
* DATA
-11.0095	10.5013	1	1	9407	304	90	321	1228	1523	6598	1303673	917422	983058784	10	10	10	
-11.0095	10.4013	1	1	39	0	1	10	31	44	21	5748	3922	3911792	0	0	0	
-11.0095	10.3013	1	1	29	2	1	16	55	50	12	4685	3277	3397896	0	0	0	
-11.0095	10.2013	1	1	40	0	1	13	67	55	11	4151	2987	3063832	0	0	0	
-11.0095	10.1013	1	1	39	2	3	19	93	72	2	3467	2370	2885268	0	0	0	
-11.0095	10.0013	1	1	49	2	2	22	86	94	5	3315	2314	2780516	0	0	0	
-11.0095	9.9013	1	1	54	7	4	33	114	93	8	5664	3956	2757840	0	0	0	
-11.0095	9.8013	1	1	37	3	4	18	122	102	11	5420	3655	2803068	0	0	0	
-11.0095	9.7013	1	1	48	0	5	21	105	87	6	4943	3349	2819572	0	0	0	
-11.0095	9.6013	1	1	45	2	3	17	87	97	6	4734	3323	2834944	0	0	0	
-11.0095	9.5013	1	1	45	1	2	30	99	78	6	4242	2901	2819640	0	0	0	
-11.0095	9.4013	1	1	50	0	5	24	101	87	10	3929	2770	2841000	0	0	0	
-11.0095	9.3013	1	1	50	4	3	35	110	98	11	4087	2963	2876224	0	0	0	
-11.0095	9.2013	1	1	49	2	4	22	118	108	10	4031	3130	2875156	0	0	0	
-11.0095	9.1013	1	1	53	0	3	30	135	116	9	3704	2732	2881428	0	0	0	
-11.0095	9.0013	1	1	31	1	1	30	120	99	9	3113	2297	2855792	0	0	0	
-11.0095	8.9013	1	1	44	4	2	26	112	109	8	3002	2262	2861440	0	0	0	
-11.0095	8.8013	1	1	58	0	4	28	109	109	8	2594	1993	2885300	0	0	0	
-11.0095	8.7013	1	1	56	2	4	33	114	94	9	4981	3438	2870960	0	0	0	
-11.0095	8.6013	1	1	58	3	7	28	100	97	8	4841	3442	2895564	0	0	0	
-11.0095	8.5013	1	1	58	3	4	32	102	106	8	4301	3152	2866788	0	0	0	
-11.0095	8.4013	1	1	58	2	5	28	105	92	7	3876	2754	2877000	0	0	0	
-11.0095	8.3013	1	1	54	0	9	35	124	125	14	3673	2635	2877992	0	0	0	
-11.0095	8.2013	1	1	56	0	3	37	134	117	14	3250	2317	2889216	0	0	0	
-11.0095	8.1013	1	1	71	1	3	30	124	105	12	4237	3066	2889076	0	0	0	
-11.0095	8.0013	1	1	72	2	2	38	123	92	14	5717	3815	2867572	0	0	0	
-11.0095	7.9013	1	1	69	1	5	33	94	95	19	5075	3554	2861648	0	0	0	
-11.0095	7.8013	1	1	62	0	1	23	89	63	15	4778	3320	2885140	0	0	0	
-11.0095	7.7013	1	1	56	4	2	22	61	56	28	4288	2980	2881836	0	0	0	
-11.0095	7.6013	1	1	51	1	1	6	49	33	26	4000	2841	2899560	0	0	0	
-11.0095	7.5013	1	1	50	3	1	4	24	34	35	3556	2584	2879152	0	0	0	
-11.0095	7.4013	1	1	47	2	4	6	29	31	18	3342	2367	2861888	0	0	0	
-11.0095	7.3013	1	1	47	0	0	7	42	44	16	4029	2869	2880200	0	0	0	
-11.0095	7.2013	1	1	34	4	5	15	67	49	16	5811	4000	2876980	0	0	0	
-11.0095	7.1013	1	1	28	1	3	16	71	70	14	5692	3895	2896788	0	0	0	
-11.0095	7.0013	1	1	22	4	3	24	87	92	7	5125	3642	2876488	0	0	0	
-11.0095	6.9013	1	1	20	2	2	10	108	90	3	4800	3229	2876644	0	0	0	
-11.0095	6.8013	1	1	36	1	2	24	96	83	8	4425	3144	2876484	0	0	0	
-11.0095	6.7013	1	1	33	2	2	21	115	73	4	4038	2920	2872916	0	0	0	
-11.0095	6.6013	1	1	26	2	1	27	94	113	3	3829	2860	2908960	0	0	0	
-11.0095	6.5013	1	1	33	3	3	22	96	110	6	3997	2896	2858344	0	0	0	
-11.0095	6.4013	1	1	35	1	5	32	141	125	8	3782	2866	2868484	0	0	0	
-11.0095	6.3013	1	1	45	2	2	38	161	135	11	3502	2672	2881364	0	0	0	
-11.0095	6.2013	1	1	58	1	1	37	142	151	4	3084	2413	2881824	0	0	0	
-11.0095	6.1013	1	1	49	1	5	37	137	128	13	2763	2124	2894088	0	0	0	
-11.0095	6.0013	1	1	39	3	5	31	136	156	9	5250	3743	2885100	0	0	0	
-11.0095	5.9013	1	1	46	1	3	44	181	175	12	4724	3385	2870012	0	0	0	
-11.0095	5.8013	1	1	48	2	4	39	154	153	11	4156	3105	2869284	0	0	0	
-11.0095	5.7013	1	1	41	2	6	28	151	108	15	3619	2584	2879112	0	0	0	
-11.0095	5.6013	1	1	35	1	4	24	115	98	20	3276	2440	2892376	0	0	0	
-11.0095	5.5013	1	1	48	1	4	18	83	115	16	2976	2236	2882964	0	0	0	
-11.0095	5.4013	1	1	36	3	4	13	63	48	24	4977	3533	2867732	0	0	0	
-11.0095	5.3013	1	1	45	2	1	11	38	44	18	5723	3901	2890748	0	0	0	
-11.0095	5.2013	1	1	37	2	0	3	9	8	15	5316	3509	2872176	0	0	0	
-11.0095	5.1013	1	1	44	2	1	0	4	1	29	5151	3449	2897852	0	0	0	
-11.0095	5.0013	1	1	29	1	0	0	3	4	24	4892	3268	2879596	0	0	0	
-11.0095	4.9013	1	1	26	1	0	1	4	4	15	4663	3371	2864680	0	0	0	
