* Abscissa points :   133
* Ordinate points :   117
* BLANK LINE
* Data Channels :   16
* Data Labels : I0	I1	S.Ka	Na.Ka	Mg.Ka	Al.Ka	Si.Ka	P.Ka	Cl.Ka	Pn.Ka	ICR	OCR	TIME	I0STRM	I1STRM	LASER	
* Comments: 
* dwell time = 20.0
* 
* 
* BLANK LINE
* Abscissa points requested :
* 3.1299	3.1049	3.0799	3.0549	3.0299	3.0049	2.9799	2.9549	2.9299	2.9049	2.8799	2.8549	2.8299	2.8049	2.7799	2.7549	2.7299	2.7049	2.6799	2.6549	2.6299	2.6049	2.5799	2.5549	2.5299	2.5049	2.4799	2.4549	2.4299	2.4049	2.3799	2.3549	2.3299	2.3049	2.2799	2.2549	2.2299	2.2049	2.1799	2.1549	2.1299	2.1049	2.0799	2.0549	2.0299	2.0049	1.9799	1.9549	1.9299	1.9049	1.8799	1.8549	1.8299	1.8049	1.7799	1.7549	1.7299	1.7049	1.6799	1.6549	1.6299	1.6049	1.5799	1.5549	1.5299	1.5049	1.4799	1.4549	1.4299	1.4049	1.3799	1.3549	1.3299	1.3049	1.2799	1.2549	1.2299	1.2049	1.1799	1.1549	1.1299	1.1049	1.0799	1.0549	1.0299	1.0049	0.9799	0.9549	0.9299	0.9049	0.8799	0.8549	0.8299	0.8049	0.7799	0.7549	0.7299	0.7049	0.6799	0.6549	0.6299	0.6049	0.5799	0.5549	0.5299	0.5049	0.4799	0.4549	0.4299	0.4049	0.3799	0.3549	0.3299	0.3049	0.2799	0.2549	0.2299	0.2049	0.1799	0.1549	0.1299	0.1049	0.0799	0.0549	0.0299	0.0049	-0.0201	-0.0451	-0.0701	-0.0951	-0.1201	-0.1451	-0.1701	
* BLANK LINE
* BLANK LINE
* Ordinate points requested :
* -1.7989	-1.7739	-1.7489	-1.7239	-1.6989	-1.6739	-1.6489	-1.6239	-1.5989	-1.5739	-1.5489	-1.5239	-1.4989	-1.4739	-1.4489	-1.4239	-1.3989	-1.3739	-1.3489	-1.3239	-1.2989	-1.2739	-1.2489	-1.2239	-1.1989	-1.1739	-1.1489	-1.1239	-1.0989	-1.0739	-1.0489	-1.0239	-0.9989	-0.9739	-0.9489	-0.9239	-0.8989	-0.8739	-0.8489	-0.8239	-0.7989	-0.7739	-0.7489	-0.7239	-0.6989	-0.6739	-0.6489	-0.6239	-0.5989	-0.5739	-0.5489	-0.5239	-0.4989	-0.4739	-0.4489	-0.4239	-0.3989	-0.3739	-0.3489	-0.3239	-0.2989	-0.2739	-0.2489	-0.2239	-0.1989	-0.1739	-0.1489	-0.1239	-0.0989	-0.0739	-0.0489	-0.0239	0.0025	0.0261	0.0511	0.0761	0.1011	0.1261	0.1511	0.1761	0.2011	0.2261	0.2511	0.2761	0.3011	0.3261	0.3511	0.3761	0.4011	0.4261	0.4511	0.4761	0.5011	0.5261	0.5511	0.5761	0.6011	0.6261	0.6511	0.6761	0.7011	0.7261	0.7511	0.7761	0.8011	0.8261	0.8511	0.8761	0.9011	0.9261	0.9511	0.9761	1.0011	1.0261	1.0511	1.0761	1.1011	
* BLANK LINE
* BLANK LINE
* Energy points requested: 
*   2485.0
* BLANK LINE
* DATA
-1.7989	3.1299	1	1	8561	1151	24515	6923	142060	6395	964	668	1626593	1169691	953569124	10	10	10	
-1.7989	3.1049	1	1	322	8	148	18	383	23	15	5	7616	5409	5525152	0	0	0	
-1.7989	3.0799	1	1	260	8	125	36	577	39	22	8	11051	8035	5552476	0	0	0	
-1.7989	3.0549	1	1	123	12	152	29	684	28	7	7	8967	6415	5641468	0	0	0	
-1.7989	3.0299	1	1	86	5	141	25	770	45	6	5	9491	6664	5723712	0	0	0	
-1.7989	3.0049	1	1	76	7	155	39	790	35	5	4	10294	7175	5726204	0	0	0	
-1.7989	2.9799	1	1	57	6	152	37	857	28	14	2	8170	5879	5739060	0	0	0	
-1.7989	2.9549	1	1	62	7	176	36	972	41	19	6	11393	8101	5736912	0	0	0	
-1.7989	2.9299	1	1	71	8	149	39	869	34	34	1	8310	6089	5644936	0	0	0	
-1.7989	2.9049	1	1	69	6	159	34	940	42	26	5	11436	8166	5906452	0	0	0	
-1.7989	2.8799	1	1	108	9	159	32	866	42	48	5	8884	6596	5726524	0	0	0	
-1.7989	2.8549	1	1	104	6	146	36	846	35	18	2	10425	7596	5750264	0	0	0	
-1.7989	2.8299	1	1	80	4	128	30	898	34	15	4	9561	6689	5686472	0	0	0	
-1.7989	2.8049	1	1	66	6	130	24	905	48	5	4	8762	6366	5763920	0	0	0	
-1.7989	2.7799	1	1	69	6	147	48	910	32	8	5	10626	7231	5731052	0	0	0	
-1.7989	2.7549	1	1	80	10	141	40	901	47	7	4	8921	6571	5858952	0	0	0	
-1.7989	2.7299	1	1	97	14	146	30	719	32	17	3	11183	7768	5732048	0	0	0	
-1.7989	2.7049	1	1	104	5	162	21	344	16	4	4	8679	6178	5803884	0	0	0	
-1.7989	2.6799	1	1	85	7	165	24	472	19	6	3	8602	6019	5685076	0	0	0	
-1.7989	2.6549	1	1	54	4	162	28	859	39	5	2	11099	7707	5758120	0	0	0	
-1.7989	2.6299	1	1	89	5	173	42	824	38	8	5	8440	6300	5782836	0	0	0	
-1.7989	2.6049	1	1	66	8	151	48	913	33	4	6	11708	8140	5908468	0	0	0	
-1.7989	2.5799	1	1	73	12	154	47	946	56	9	4	8995	6435	5631376	0	0	0	
-1.7989	2.5549	1	1	71	8	156	40	943	34	15	4	10883	7564	5777060	0	0	0	
-1.7989	2.5299	1	1	56	7	179	24	810	30	10	3	9427	6777	5690616	0	0	0	
-1.7989	2.5049	1	1	118	7	148	56	887	41	5	6	9823	7118	5867852	0	0	0	
-1.7989	2.4799	1	1	151	8	153	38	751	33	6	3	10243	7379	5750424	0	0	0	
-1.7989	2.4549	1	1	124	7	161	45	892	40	10	2	8519	6134	5744848	0	0	0	
-1.7989	2.4299	1	1	116	6	167	44	984	37	10	7	10743	7572	5726760	0	0	0	
-1.7989	2.4049	1	1	154	7	145	47	941	61	14	10	8575	6253	5778880	0	0	0	
-1.7989	2.3799	1	1	160	5	132	35	942	50	6	8	11184	7861	5779484	0	0	0	
-1.7989	2.3549	1	1	105	12	143	42	943	42	12	2	8480	6398	5839248	0	0	0	
-1.7989	2.3299	1	1	113	8	162	40	888	55	10	7	10966	7778	5647896	0	0	0	
-1.7989	2.3049	1	1	49	10	156	36	970	38	7	6	8304	6129	5747432	0	0	0	
-1.7989	2.2799	1	1	46	10	155	49	923	44	9	3	11512	8107	5762712	0	0	0	
-1.7989	2.2549	1	1	83	9	155	45	920	56	10	6	9014	6537	5890068	0	0	0	
-1.7989	2.2299	1	1	64	7	163	43	921	45	7	2	11134	7732	5724412	0	0	0	
-1.7989	2.2049	1	1	67	11	164	31	996	52	19	6	9200	6809	5762988	0	0	0	
-1.7989	2.1799	1	1	90	2	141	54	949	42	15	4	10921	7881	5653744	0	0	0	
-1.7989	2.1549	1	1	78	6	161	31	940	46	9	5	9275	6703	5739408	0	0	0	
-1.7989	2.1299	1	1	86	7	150	44	932	37	9	4	10376	7470	5799768	0	0	0	
-1.7989	2.1049	1	1	95	7	147	42	971	48	6	6	9768	7091	5858388	0	0	0	
-1.7989	2.0799	1	1	80	7	150	50	858	40	17	5	9089	6682	5689392	0	0	0	
-1.7989	2.0549	1	1	104	10	153	40	911	36	18	3	10204	7443	5728904	0	0	0	
-1.7989	2.0299	1	1	112	6	147	46	898	40	15	8	9068	6568	5785368	0	0	0	
-1.7989	2.0049	1	1	86	5	153	40	1023	53	11	10	10541	7628	5778496	0	0	0	
-1.7989	1.9799	1	1	75	12	143	42	908	54	7	7	8444	6107	5761860	0	0	0	
-1.7989	1.9549	1	1	91	6	144	43	1014	53	22	6	10806	7690	5765836	0	0	0	
-1.7989	1.9299	1	1	75	5	148	32	936	31	16	2	7788	5757	5656432	0	0	0	
-1.7989	1.9049	1	1	100	13	146	45	1007	48	13	6	11663	8167	5816844	0	0	0	
-1.7989	1.8799	1	1	93	6	162	43	911	57	17	9	8263	6237	5759528	0	0	0	
-1.7989	1.8549	1	1	77	7	175	45	915	50	16	6	10996	7747	5791100	0	0	0	
-1.7989	1.8299	1	1	67	5	151	35	933	37	17	3	9034	6586	5654696	0	0	0	
-1.7989	1.8049	1	1	68	3	157	40	994	44	12	1	10288	7437	5760792	0	0	0	
-1.7989	1.7799	1	1	74	9	143	45	925	43	9	4	9485	7050	5709352	0	0	0	
-1.7989	1.7549	1	1	74	5	137	56	893	48	10	5	10053	7071	5949908	0	0	0	
-1.7989	1.7299	1	1	81	4	135	53	939	30	13	3	10068	7305	5695292	0	0	0	
-1.7989	1.7049	1	1	79	6	129	43	954	39	6	3	9005	6585	5752520	0	0	0	
-1.7989	1.6799	1	1	94	10	172	60	972	38	8	8	10738	7801	5777032	0	0	0	
-1.7989	1.6549	1	1	42	6	115	59	663	39	5	6	7765	5677	5749352	0	0	0	
-1.7989	1.6299	1	1	68	7	130	79	848	49	16	3	11682	8014	5811668	0	0	0	
-1.7989	1.6049	1	1	104	10	137	43	1011	52	17	4	8875	6496	5872992	0	0	0	
-1.7989	1.5799	1	1	87	11	133	58	898	46	16	6	11537	8402	5684640	0	0	0	
-1.7989	1.5549	1	1	104	6	142	43	989	43	19	3	8878	6579	5706016	0	0	0	
-1.7989	1.5299	1	1	83	9	114	48	838	47	12	7	10486	7362	5722576	0	0	0	
-1.7989	1.5049	1	1	97	5	127	50	863	45	11	6	9479	6816	5823308	0	0	0	
-1.7989	1.4799	1	1	102	8	149	57	916	38	9	4	9461	6756	5760824	0	0	0	
-1.7989	1.4549	1	1	64	4	167	48	903	50	14	8	9993	7366	5709140	0	0	0	
-1.7989	1.4299	1	1	68	5	135	41	907	44	17	4	8440	6189	5642368	0	0	0	
-1.7989	1.4049	1	1	78	9	151	49	921	42	16	2	11134	8024	5833628	0	0	0	
-1.7989	1.3799	1	1	82	5	133	42	969	53	13	7	8162	5828	5757480	0	0	0	
-1.7989	1.3549	1	1	76	9	158	35	953	44	14	5	11804	8427	5873636	0	0	0	
-1.7989	1.3299	1	1	70	4	156	43	922	33	10	2	8404	6298	5664292	0	0	0	
-1.7989	1.3049	1	1	95	4	175	38	864	35	15	3	11250	7793	5777992	0	0	0	
-1.7989	1.2799	1	1	95	8	145	47	854	49	6	1	9007	6514	5760340	0	0	0	
-1.7989	1.2549	1	1	98	8	141	52	942	43	10	2	10880	7883	5821272	0	0	0	
-1.7989	1.2299	1	1	67	10	176	43	909	57	15	4	9441	7066	5708284	0	0	0	
-1.7989	1.2049	1	1	69	10	138	34	907	47	13	6	9531	6795	5737968	0	0	0	
-1.7989	1.1799	1	1	77	6	138	50	948	40	13	4	10300	7616	5748808	0	0	0	
-1.7989	1.1549	1	1	106	6	140	31	836	47	21	8	9791	6974	5762796	0	0	0	
-1.7989	1.1299	1	1	69	3	50	84	261	18	12	3	10212	7253	5759620	0	0	0	
-1.7989	1.1049	1	1	26	4	39	139	110	6	2	1	9001	6223	5860752	0	0	0	
-1.7989	1.0799	1	1	14	0	40	139	147	7	2	0	7824	5521	5649724	0	0	0	
-1.7989	1.0549	1	1	8	0	46	135	86	3	8	1	7016	5048	5794820	0	0	0	
-1.7989	1.0299	1	1	8	2	47	134	86	2	5	2	9061	6472	5760908	0	0	0	
-1.7989	1.0049	1	1	17	0	65	127	264	11	4	0	9501	6709	5813100	0	0	0	
-1.7989	0.9799	1	1	17	5	72	97	403	24	13	1	7912	5749	5774596	0	0	0	
-1.7989	0.9549	1	1	16	2	33	141	85	4	11	1	6537	4772	5678620	0	0	0	
-1.7989	0.9299	1	1	10	1	41	154	92	2	8	0	6335	4467	5697952	0	0	0	
-1.7989	0.9049	1	1	30	4	69	111	278	10	2	1	10348	7244	5870348	0	0	0	
-1.7989	0.8799	1	1	57	10	133	42	889	54	12	6	8903	6688	5781532	0	0	0	
-1.7989	0.8549	1	1	47	2	106	71	599	33	7	3	7062	5283	5778844	0	0	0	
-1.7989	0.8299	1	1	53	4	89	70	467	17	9	5	10961	7696	5639872	0	0	0	
-1.7989	0.8049	1	1	74	3	147	34	863	33	30	3	9315	6787	5762452	0	0	0	
-1.7989	0.7799	1	1	122	10	145	37	876	38	37	5	9109	6493	5742136	0	0	0	
-1.7989	0.7549	1	1	123	6	181	56	945	54	46	5	10023	7139	5887228	0	0	0	
-1.7989	0.7299	1	1	79	5	158	43	846	38	14	3	8001	5829	5686920	0	0	0	
-1.7989	0.7049	1	1	87	12	149	40	952	38	26	6	10860	7742	5763368	0	0	0	
-1.7989	0.6799	1	1	86	7	159	40	934	37	27	2	7959	6013	5790072	0	0	0	
-1.7989	0.6549	1	1	86	11	157	40	860	43	24	5	11277	7861	5709244	0	0	0	
-1.7989	0.6299	1	1	104	5	163	44	880	42	19	5	8857	6341	5731504	0	0	0	
-1.7989	0.6049	1	1	65	10	159	46	941	37	8	4	11276	7844	5881592	0	0	0	
-1.7989	0.5799	1	1	84	4	152	28	986	52	26	8	9084	6672	5657348	0	0	0	
-1.7989	0.5549	1	1	73	6	131	51	901	48	11	4	10040	7195	5753320	0	0	0	
-1.7989	0.5299	1	1	90	8	135	40	926	53	7	7	9960	7103	5775788	0	0	0	
-1.7989	0.5049	1	1	134	8	140	21	635	33	11	3	8732	6250	5844636	0	0	0	
