* Abscissa points :   138
* Ordinate points :   180
* BLANK LINE
* Data Channels :   15
* Data Labels : I0	I1	S.Ka	Na.Ka	Mg.Ka	Al.Ka	Si.Ka	P.Ka	Cl.Ka	ICR	OCR	TIME	I0STRM	I1STRM	LASER	
* Comments: 
* dwell time = 10.0
* 
* 
* BLANK LINE
* Abscissa points requested :
* 9.1785	9.0785	8.9785	8.8785	8.7785	8.6785	8.5785	8.4785	8.3785	8.2785	8.1785	8.0785	7.9785	7.8785	7.7785	7.6785	7.5785	7.4785	7.3785	7.2785	7.1785	7.0785	6.9785	6.8785	6.7785	6.6785	6.5785	6.4785	6.3785	6.2785	6.1785	6.0785	5.9785	5.8785	5.7785	5.6785	5.5785	5.4785	5.3785	5.2785	5.1785	5.0785	4.9785	4.8785	4.7785	4.6785	4.5785	4.4785	4.3785	4.2785	4.1785	4.0785	3.9785	3.8785	3.7785	3.6785	3.5785	3.4785	3.3785	3.2785	3.1785	3.0785	2.9785	2.8785	2.7785	2.6785	2.5785	2.4785	2.3785	2.2785	2.1785	2.0785	1.9785	1.8785	1.7785	1.6785	1.5785	1.4785	1.3785	1.2785	1.1785	1.0785	0.9785	0.8785	0.7785	0.6785	0.5785	0.4785	0.3785	0.2785	0.1785	0.0785	-0.0215	-0.1215	-0.2215	-0.3215	-0.4215	-0.5215	-0.6215	-0.7215	-0.8215	-0.9215	-1.0215	-1.1215	-1.2215	-1.3215	-1.4215	-1.5215	-1.6215	-1.7215	-1.8215	-1.9215	-2.0215	-2.1215	-2.2215	-2.3215	-2.4215	-2.5215	-2.6215	-2.7215	-2.8215	-2.9215	-3.0215	-3.1215	-3.2215	-3.3215	-3.4215	-3.5215	-3.6215	-3.7215	-3.8215	-3.9215	-4.0215	-4.1215	-4.2215	-4.3215	-4.4215	-4.5215	
* BLANK LINE
* BLANK LINE
* Ordinate points requested :
* -11.0095	-10.9095	-10.8095	-10.7095	-10.6095	-10.5095	-10.4095	-10.3095	-10.2095	-10.1095	-10.0095	-9.9095	-9.8095	-9.7095	-9.6095	-9.5095	-9.4095	-9.3095	-9.2095	-9.1095	-9.0095	-8.9095	-8.8095	-8.7095	-8.6095	-8.5095	-8.4095	-8.3095	-8.2095	-8.1095	-8.0095	-7.9095	-7.8095	-7.7095	-7.6095	-7.5095	-7.4095	-7.3095	-7.2095	-7.1095	-7.0095	-6.9095	-6.8095	-6.7095	-6.6095	-6.5095	-6.4095	-6.3095	-6.2095	-6.1095	-6.0095	-5.9095	-5.8095	-5.7095	-5.6095	-5.5095	-5.4095	-5.3095	-5.2095	-5.1095	-5.0095	-4.9095	-4.8095	-4.7095	-4.6095	-4.5095	-4.4095	-4.3095	-4.2095	-4.1095	-4.0095	-3.9095	-3.8095	-3.7095	-3.6095	-3.5095	-3.4095	-3.3095	-3.2095	-3.1095	-3.0095	-2.9095	-2.8095	-2.7095	-2.6095	-2.5095	-2.4095	-2.3095	-2.2095	-2.1095	-2.0095	-1.9095	-1.8095	-1.7095	-1.6095	-1.5095	-1.4095	-1.3095	-1.2095	-1.1095	-1.0095	-0.9095	-0.8095	-0.7095	-0.6095	-0.5095	-0.4095	-0.3095	-0.2095	-0.1095	0.01	0.0905	0.1905	0.2905	0.3905	0.4905	0.5905	0.6905	0.7905	0.8905	0.9905	1.0905	1.1905	1.2905	1.3905	1.4905	1.5905	1.6905	1.7905	1.8905	1.9905	2.0905	2.1905	2.2905	2.3905	2.4905	2.5905	2.6905	2.7905	2.8905	2.9905	3.0905	3.1905	3.2905	3.3905	3.4905	3.5905	3.6905	3.7905	3.8905	3.9905	4.0905	4.1905	4.2905	4.3905	4.4905	4.5905	4.6905	4.7905	4.8905	4.9905	5.0905	5.1905	5.2905	5.3905	5.4905	5.5905	5.6905	5.7905	5.8905	5.9905	6.0905	6.1905	6.2905	6.3905	6.4905	6.5905	6.6905	6.7905	6.8905	
* BLANK LINE
* BLANK LINE
* Energy points requested: 
*   2482.5
* BLANK LINE
* DATA
-11.0095	9.1785	1	1	26193	910	1771	14397	57650	50826	4306	1566769	1125607	985771880	10	10	10	
-11.0095	9.0785	1	1	86	2	7	55	207	200	24	5720	4321	3902144	0	0	0	
-11.0095	8.9785	1	1	73	2	6	35	192	178	23	4612	3466	3370076	0	0	0	
-11.0095	8.8785	1	1	75	2	3	38	180	170	18	3576	2812	3052792	0	0	0	
-11.0095	8.7785	1	1	71	0	7	38	158	170	11	3036	2367	2890656	0	0	0	
-11.0095	8.6785	1	1	77	1	4	45	155	154	15	3822	2882	2781896	0	0	0	
-11.0095	8.5785	1	1	80	6	4	45	170	156	17	5106	3769	2785216	0	0	0	
-11.0095	8.4785	1	1	68	1	6	33	170	158	17	4487	3317	2776576	0	0	0	
-11.0095	8.3785	1	1	83	2	6	43	157	145	21	4102	2989	2810708	0	0	0	
-11.0095	8.2785	1	1	73	0	6	42	175	188	10	3587	2692	2835220	0	0	0	
-11.0095	8.1785	1	1	77	0	8	40	174	138	9	3962	2823	2852116	0	0	0	
-11.0095	8.0785	1	1	121	7	3	43	194	154	15	5797	3863	2857972	0	0	0	
-11.0095	7.9785	1	1	100	7	4	49	200	180	22	5074	3792	2828980	0	0	0	
-11.0095	7.8785	1	1	109	2	3	44	192	159	18	4397	3194	2860372	0	0	0	
-11.0095	7.7785	1	1	112	3	10	38	172	178	26	3885	2828	2882900	0	0	0	
-11.0095	7.6785	1	1	92	5	7	36	135	137	28	4493	3286	2884588	0	0	0	
-11.0095	7.5785	1	1	108	2	3	34	141	146	44	5760	4233	2881404	0	0	0	
-11.0095	7.4785	1	1	110	1	4	36	135	106	48	5092	3515	2865556	0	0	0	
-11.0095	7.3785	1	1	82	1	3	35	145	83	52	4395	3196	2864340	0	0	0	
-11.0095	7.2785	1	1	98	3	6	21	107	87	46	3802	2674	2883344	0	0	0	
-11.0095	7.1785	1	1	71	1	3	20	71	79	51	3531	2605	2878484	0	0	0	
-11.0095	7.0785	1	1	45	1	1	18	59	64	40	3809	2596	2895636	0	0	0	
-11.0095	6.9785	1	1	62	5	0	21	99	77	33	5675	4055	2862184	0	0	0	
-11.0095	6.8785	1	1	56	2	2	27	113	83	27	5317	3706	2881356	0	0	0	
-11.0095	6.7785	1	1	38	3	4	33	125	108	22	4798	3383	2875552	0	0	0	
-11.0095	6.6785	1	1	46	1	4	37	164	138	18	4327	3070	2877024	0	0	0	
-11.0095	6.5785	1	1	38	3	9	42	146	141	19	3896	2822	2909548	0	0	0	
-11.0095	6.4785	1	1	48	0	8	44	185	136	12	4214	2870	2857180	0	0	0	
-11.0095	6.3785	1	1	56	7	5	49	201	157	8	5887	4088	2855148	0	0	0	
-11.0095	6.2785	1	1	60	5	6	58	181	153	14	5250	3820	2880180	0	0	0	
-11.0095	6.1785	1	1	64	4	10	58	191	148	10	4658	3322	2907144	0	0	0	
-11.0095	6.0785	1	1	80	0	2	50	253	199	13	4143	2981	2902688	0	0	0	
-11.0095	5.9785	1	1	62	6	4	57	235	175	10	5089	3535	2859060	0	0	0	
-11.0095	5.8785	1	1	77	4	6	58	276	206	12	5801	4081	2870836	0	0	0	
-11.0095	5.7785	1	1	73	2	6	53	213	247	19	4914	3654	2870664	0	0	0	
-11.0095	5.6785	1	1	69	2	5	70	237	209	22	4243	3061	2881172	0	0	0	
-11.0095	5.5785	1	1	67	1	8	50	219	197	18	4580	3457	2896096	0	0	0	
-11.0095	5.4785	1	1	60	2	7	51	215	167	23	5825	4043	2874124	0	0	0	
-11.0095	5.3785	1	1	59	2	8	25	199	159	27	5185	3673	2870492	0	0	0	
-11.0095	5.2785	1	1	85	2	4	38	162	152	28	4633	3247	2893280	0	0	0	
-11.0095	5.1785	1	1	85	3	4	27	126	115	44	3871	2792	2873396	0	0	0	
-11.0095	5.0785	1	1	68	0	3	21	111	106	58	3335	2600	2903824	0	0	0	
-11.0095	4.9785	1	1	63	1	2	15	63	36	38	5605	3913	2870016	0	0	0	
